q_idx,bins_items_correct_answer,debug_level_2,question,cue,cue_completed,retrieval_type,get,correct_answer,correct_answer_chapters,correct_answer_detailed,n_items_correct_answer,n_chapters_correct_answer,debug_changed,debug_existing_change,minerva_category,minerva_subtask,missing_tuple_elements,present_tuple_elements,minerva_category_known,combined_source,is_synthetic,synthetic_type,synthetic_note,combined_q_idx
17,2,1160,"Think about the events involving bridge collapse on February 27, 2026. Provide a list of all protagonists involved in these events, without describing the events.","(t, *, *, c)","({February 27, 2026}, *, *, {bridge collapse})",Entities,all,"{'Jackson Ramos', 'Mila Gonzalez'}","{9, 19}","{9: 'Mila Gonzalez', 19: 'Jackson Ramos'}",2,2,set(),,Search,Keyed retrieval from episodic event memory,s|ent,t|c,True,original,False,,,10
25,1,1270,"Think about the events related to factory explosion that occurred at Greater Mumbai on April 09, 2026. List all protagonists involved in these events, without describing the events themselves.","(t, s, *, c)","({April 09, 2026}, {Greater Mumbai}, *, {factory explosion})",Entities,all,{'Scarlett Thomas'},{46},{46: 'Scarlett Thomas'},1,1,set(),,Search,Keyed retrieval from episodic event memory,ent,t|s|c,True,original,False,,,11
11,2,979,"Reflect on events related to nuclear plant meltdown. Provide a list of all protagonists involved in these events, without describing the events.","(*, *, *, c)","(*, *, *, {nuclear plant meltdown})",Entities,all,"{'Zoe Brown', 'Henry Reed'}","{57, 3}","{3: 'Henry Reed', 57: 'Zoe Brown'}",2,2,set(),,Search,Keyed retrieval from episodic event memory,t|s|ent,c,True,original,False,,,12
15,1,1080,"Reflect on what Lily Nguyen experienced on April 09, 2026. Describe all the key events they were involved in, focusing on what happened rather than where it occurred.","(t, *, ent, *)","({April 09, 2026}, *, {Lily Nguyen}, *)",Event contents,all,{'residential tower fire'},{23},{23: 'residential tower fire'},1,1,set(),,Search,Keyed retrieval from episodic event memory,s|c,t|ent,True,original,False,,,13
4,"{3,4,5}",362,"Consider the location Dodoma Region. List all protagonists that have been involved in any events at this location, without mentioning the events themselves.","(*, s, *, *)","(*, {Dodoma Region}, *, *)",Entities,all,"{'Noah Williams', 'Julian Ross', 'Bella Alvarez', 'Olivia Turner'}","{43, 27, 21, 39}","{21: 'Julian Ross', 27: 'Noah Williams', 39: 'Olivia Turner', 43: 'Bella Alvarez'}",4,4,set(),,Search,Keyed retrieval from episodic event memory,t|ent|c,s,True,original,False,,,14
23,2,1018,"Reflect on the experiences of Julian Ross related to volcanic eruption. List all the unique locations where these events took place, without mentioning the events themselves.","(*, *, ent, c)","(*, *, {Julian Ross}, {volcanic eruption})",Spaces,all,"{'Scotland', 'Dodoma Region'}","{21, 6}","{6: 'Scotland', 21: 'Dodoma Region'}",2,2,set(),,Search,Keyed retrieval from episodic event memory,t|s,ent|c,True,original,False,,,15
13,1,674,"Recall the key events that occurred at Greater Mumbai on April 09, 2026. Describe what happened, focusing on the actions or occurrences rather than who was involved.","(t, s, *, *)","({April 09, 2026}, {Greater Mumbai}, *, *)",Event contents,all,{'factory explosion'},{46},{46: 'factory explosion'},1,1,set(),,Search,Keyed retrieval from episodic event memory,ent|c,t|s,True,original,False,,,16
3,0,2424,"Think about all events that have occurred at Alberta. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, *)","(*, {Alberta}, *, *)",Times,all,set(),set(),{},0,0,"{'content', 'date', 'location', 'entity'}",False,Search,Keyed retrieval from episodic event memory,t|ent|c,s,True,original,False,,,17
4,"{3,4,5}",367,"Consider the location Luzon Region. List all protagonists that have been involved in any events at this location, without mentioning the events themselves.","(*, s, *, *)","(*, {Luzon Region}, *, *)",Entities,all,"{'Zoe Brown', 'Henry Reed', 'Benjamin Green', 'Mila Gonzalez'}","{49, 11, 22, 7}","{7: 'Benjamin Green', 11: 'Henry Reed', 22: 'Mila Gonzalez', 49: 'Zoe Brown'}",4,4,set(),,Search,Keyed retrieval from episodic event memory,t|ent|c,s,True,original,False,,,18
16,2,619,"Story recall-and-edit: Start from the answer to this story query: ""Recall the events related to factory explosion that occurred on December 26, 2026. List all the locations where these events took place, without describing the events themselves."". Remove ""Luzon Region"" from that answer. Return only the remaining items.","(t, *, *, c)","({December 26, 2026}, *, *, {factory explosion})",story_edit::remove_one,all,{'Vermont'},,{'remaining_items': ['Vermont']},2,2,set(),,Recall and Edit,Story-grounded remove-one edit,s|ent,t|c,True,story_synthetic,True,recall_and_edit,Removed item: Luzon Region,19
28,1,847,"Recall what happened involving Scarlett Thomas and factory explosion at Greater Mumbai on April 09, 2026 and list only who else was involved (if anyone).","(t, s, ent, c)","({April 09, 2026}, {Greater Mumbai}, {Scarlett Thomas}, {factory explosion})",Other entities,all,set(),{46},{46: []},0,1,set(),,Match and Compare,Co-occurrence lookup excluding anchor entity,,t|s|ent|c,True,original,False,,,20
23,0,2313,"Reflect on the experiences of Brooklyn Ross related to factory explosion. List all the unique locations where these events took place, without mentioning the events themselves.","(*, *, ent, c)","(*, *, {Brooklyn Ross}, {factory explosion})",Spaces,all,set(),set(),{},0,0,"{'content', 'date', 'entity'}",True,Search,Keyed retrieval from episodic event memory,t|s,ent|c,True,original,False,,,21
1,1,216,"Consider all events that happened on December 03, 2026. Provide a list of all protagonists involved in any of these events, without describing the events themselves.","(t, *, *, *)","({December 03, 2026}, *, *, *)",Entities,all,{'Ezra Edwards'},{24},{24: 'Ezra Edwards'},1,1,set(),,Search,Keyed retrieval from episodic event memory,s|ent|c,t,True,original,False,,,22
27,1,103,"Consider all events involving both Julian Ross and flash flood emergency at Buenos Aires Province. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, c)","(*, {Buenos Aires Province}, {Julian Ross}, {flash flood emergency})",Times,all,"{'May 14, 2025'}",{51},"{51: 'May 14, 2025'}",1,1,set(),,Search,Keyed retrieval from episodic event memory,t,s|ent|c,True,original,False,,,23
18,0,1485,"Consider all events involving Samuel Parker at Auckland Region. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, *)","(*, {Auckland Region}, {Samuel Parker}, *)",Times,all,set(),set(),{},0,0,"{'date', 'location'}",False,Search,Keyed retrieval from episodic event memory,t|c,s|ent,True,original,False,,,24
30,1,1394,What is the most recent date Logan Diaz was observed or mentioned in the story's chronology?,"(*, *, ent, *)","(*, *, {Logan Diaz}, *)",Times,latest,"['March 23, 2024']",[5],"{5: 'March 23, 2024'}",1,1,set(),,Stateful Processing,Latest-state retrieval in an event stream,t|s|c,ent,True,original,False,,,25
26,0,1743,"Consider the events involving both Noah Williams and fishing fleet loss on April 09, 2026. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, c)","({April 09, 2026}, *, {Noah Williams}, {fishing fleet loss})",Spaces,all,set(),set(),{},0,0,"{'content', 'date', 'entity'}",True,Search,Keyed retrieval from episodic event memory,s,t|ent|c,True,original,False,,,26
28,0,2110,"Recall what happened involving Chloe Castillo and wind farm destruction at Nairobi County on April 09, 2026 and list only who else was involved (if anyone).","(t, s, ent, c)","({April 09, 2026}, {Nairobi County}, {Chloe Castillo}, {wind farm destruction})",Other entities,all,set(),set(),{},0,0,"{'content', 'entity'}",True,Match and Compare,Co-occurrence lookup excluding anchor entity,,t|s|ent|c,True,original,False,,,27
9,1,509,"Recall all events related to air quality emergency. Provide a list of all dates when these events occurred, without describing the events.","(*, *, *, c)","(*, *, *, {air quality emergency})",Times,all,"{'September 03, 2026'}",{20},"{20: 'September 03, 2026'}",1,1,set(),,Search,Keyed retrieval from episodic event memory,t|s|ent,c,True,original,False,,,28
26,0,1735,"Consider the events involving both Lily Nguyen and water supply contamination on April 09, 2026. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, c)","({April 09, 2026}, *, {Lily Nguyen}, {water supply contamination})",Spaces,all,set(),set(),{},0,0,{'content'},False,Search,Keyed retrieval from episodic event memory,s,t|ent|c,True,original,False,,,29
11,2,983,"Reflect on events related to produce contamination outbreak. Provide a list of all protagonists involved in these events, without describing the events.","(*, *, *, c)","(*, *, *, {produce contamination outbreak})",Entities,all,"{'Zoe Brown', 'Lillian Mendoza'}","{35, 4}","{4: 'Zoe Brown', 35: 'Lillian Mendoza'}",2,2,set(),,Search,Keyed retrieval from episodic event memory,t|s|ent,c,True,original,False,,,30
19,1,872,"Reflect on Carter Stewart's experiences at Buenos Aires Province. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred.","(*, s, ent, *)","(*, {Buenos Aires Province}, {Carter Stewart}, *)",Event contents,all,{'bridge collapse'},{30},{30: 'bridge collapse'},1,1,set(),,Search,Keyed retrieval from episodic event memory,t|c,s|ent,True,original,False,,,31
16,0,2023,"Recall the events related to wind farm destruction that occurred on April 09, 2026. List all the locations where these events took place, without describing the events themselves.","(t, *, *, c)","({April 09, 2026}, *, *, {wind farm destruction})",Spaces,all,set(),set(),{},0,0,"{'content', 'entity'}",True,Search,Keyed retrieval from episodic event memory,s|ent,t|c,True,original,False,,,32
16,1,639,"Recall the events related to residential tower fire that occurred on February 27, 2026. List all the locations where these events took place, without describing the events themselves.","(t, *, *, c)","({February 27, 2026}, *, *, {residential tower fire})",Spaces,all,{'Rajasthan'},{44},{44: 'Rajasthan'},1,1,set(),,Search,Keyed retrieval from episodic event memory,s|ent,t|c,True,original,False,,,33
29,1,482,"Provide a comprehensive account of what happened involving Lily Nguyen and residential tower fire at Minas Gerais on April 09, 2026. Include all relevant details about the event(s), including what occurred and any other pertinent information.","(t, s, ent, c)","({April 09, 2026}, {Minas Gerais}, {Lily Nguyen}, {residential tower fire})",Full event details,all,{'Full chapter 23'},{23},{23: ['Full chapter 23']},1,1,set(),,Composite,Story full event details,,t|s|ent|c,True,original,False,,,34
21,1,1177,"Think about the events involving flash flood emergency at Buenos Aires Province. List all protagonists involved in these events, without mentioning the events themselves.","(*, s, *, c)","(*, {Buenos Aires Province}, *, {flash flood emergency})",Entities,all,{'Julian Ross'},{51},{51: 'Julian Ross'},1,1,set(),,Search,Keyed retrieval from episodic event memory,t|ent,s|c,True,original,False,,,35
20,0,1912,"Recall all events related to flash flood emergency that occurred at Auckland Region. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, c)","(*, {Auckland Region}, *, {flash flood emergency})",Times,all,set(),set(),{},0,0,"{'date', 'location'}",False,Search,Keyed retrieval from episodic event memory,t|ent,s|c,True,original,False,,,36
15,1,1096,"Reflect on what Scarlett Thomas experienced on April 09, 2026. Describe all the key events they were involved in, focusing on what happened rather than where it occurred.","(t, *, ent, *)","({April 09, 2026}, *, {Scarlett Thomas}, *)",Event contents,all,{'factory explosion'},{46},{46: 'factory explosion'},1,1,set(),,Search,Keyed retrieval from episodic event memory,s|c,t|ent,True,original,False,,,37
4,1,359,"Consider the location Antioquia Department. List all protagonists that have been involved in any events at this location, without mentioning the events themselves.","(*, s, *, *)","(*, {Antioquia Department}, *, *)",Entities,all,{'Henry Reed'},{37},{37: 'Henry Reed'},1,1,set(),,Search,Keyed retrieval from episodic event memory,t|ent|c,s,True,original,False,,,38
28,1,767,"Recall what happened involving Ezra Edwards and flash flood emergency at Ontario on December 03, 2026 and list only who else was involved (if anyone).","(t, s, ent, c)","({December 03, 2026}, {Ontario}, {Ezra Edwards}, {flash flood emergency})",Other entities,all,set(),{24},{24: []},0,1,set(),,Match and Compare,Co-occurrence lookup excluding anchor entity,,t|s|ent|c,True,original,False,,,39
24,1,769,"Recall what happened involving Ezra Edwards at Ontario on December 03, 2026. Describe the key events or activities that occurred, focusing on what happened.","(t, s, ent, *)","({December 03, 2026}, {Ontario}, {Ezra Edwards}, *)",Event contents,all,{'flash flood emergency'},{24},{24: 'flash flood emergency'},1,1,set(),,Search,Keyed retrieval from episodic event memory,c,t|s|ent,True,original,False,,,40
32,"{3,4,5}",1435,What was Levi Rodriguez doing the last time they were observed in the story's timeline?,"(*, *, ent, *)","(*, *, {Levi Rodriguez}, *)",Event contents,latest,['factory explosion'],[15],{15: 'factory explosion'},1,5,set(),,Stateful Processing,Latest-state retrieval in an event stream,t|s|c,ent,True,original,False,,,41
18,0,1456,"Consider all events involving Ella Ross at Alberta. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, *)","(*, {Alberta}, {Ella Ross}, *)",Times,all,set(),set(),{},0,0,"{'content', 'date', 'location', 'entity'}",False,Search,Keyed retrieval from episodic event memory,t|c,s|ent,True,original,False,,,42
35,0,1774,"Enumerate all activities that Ellie Garcia has been involved in, ordered from earliest to latest in the story's chronology.","(*, *, ent, *)","(*, *, {Ellie Garcia}, *)",Event contents,chronological,set(),set(),{},0,0,{'entity'},False,Compute on Sets and Lists,Temporal ordering over retrieved events,t|s|c,ent,True,original,False,,,43
12,1,1362,"Think about what happened at Ontario on December 03, 2026. List all protagonists involved in any events at this time and place, without describing the events.","(t, s, *, *)","({December 03, 2026}, {Ontario}, *, *)",Entities,all,{'Ezra Edwards'},{24},{24: 'Ezra Edwards'},1,1,set(),,Search,Keyed retrieval from episodic event memory,ent|c,t|s,True,original,False,,,44
18,1,22,"Consider all events involving Julian Ross at Buenos Aires Province. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, *)","(*, {Buenos Aires Province}, {Julian Ross}, *)",Times,all,"{'May 14, 2025'}",{51},"{51: 'May 14, 2025'}",1,1,set(),,Search,Keyed retrieval from episodic event memory,t|c,s|ent,True,original,False,,,45
14,1,249,"Consider the events involving Ezra Edwards on December 03, 2026. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, *)","({December 03, 2026}, *, {Ezra Edwards}, *)",Spaces,all,{'Ontario'},{24},{24: 'Ontario'},1,1,set(),,Search,Keyed retrieval from episodic event memory,s|c,t|ent,True,original,False,,,46
26,0,1706,"Consider the events involving both Chloe Castillo and wind farm destruction on April 09, 2026. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, c)","({April 09, 2026}, *, {Chloe Castillo}, {wind farm destruction})",Spaces,all,set(),set(),{},0,0,"{'content', 'entity'}",True,Search,Keyed retrieval from episodic event memory,s,t|ent|c,True,original,False,,,47
20,0,1890,"Recall all events related to airport customs breach that occurred at Auckland Region. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, c)","(*, {Auckland Region}, *, {airport customs breach})",Times,all,set(),set(),{},0,0,"{'location', 'content', 'entity', 'date'}",False,Search,Keyed retrieval from episodic event memory,t|ent,s|c,True,original,False,,,48
3,1,1137,"Think about all events that have occurred at Maharashtra. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, *)","(*, {Maharashtra}, *, *)",Times,all,"{'June 14, 2025'}",{45},"{45: 'June 14, 2025'}",1,1,set(),,Search,Keyed retrieval from episodic event memory,t|ent|c,s,True,original,False,,,49
26,1,301,"Story spot-the-difference: Compare the answers to these two story queries and list differences.
A) Consider the events involving both Benjamin Green and volcanic eruption on April 09, 2026. List all the locations where these events took place, without describing the events themselves.
B) Consider all events involving Levi Rodriguez at Nairobi County. Provide a list of all dates when these events occurred, without describing the events.
Return two lists: only_in_A and only_in_B.","(t, *, ent, c)","({April 09, 2026}, *, {Benjamin Green}, {volcanic eruption})",story_diff::set_difference,all,"{""only_in_A"": [""Nairobi County""], ""only_in_B"": [""July 25, 2024"", ""May 28, 2025""]}",,"{""only_in_A"": [""Nairobi County""], ""only_in_B"": [""July 25, 2024"", ""May 28, 2025""]}",1,1,set(),,Spot the Differences,Story-grounded set difference,s,t|ent|c,True,story_synthetic,True,spot_the_differences,Compared q_idx 26 vs 18,50
1,1,220,"Consider all events that happened on January 26, 2025. Provide a list of all protagonists involved in any of these events, without describing the events themselves.","(t, *, *, *)","({January 26, 2025}, *, *, *)",Entities,all,{'Zoe Brown'},{41},{41: 'Zoe Brown'},1,1,set(),,Search,Keyed retrieval from episodic event memory,s|ent|c,t,True,original,False,,,51
25,0,2570,"Think about the events related to political assassination that occurred at Maharashtra on August 12, 2025. List all protagonists involved in these events, without describing the events themselves.","(t, s, *, c)","({August 12, 2025}, {Maharashtra}, *, {political assassination})",Entities,all,set(),set(),{},0,0,{'date'},False,Search,Keyed retrieval from episodic event memory,ent,t|s|c,True,original,False,,,52
19,0,2245,"Reflect on Layla Peterson's experiences at Auckland Region. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred.","(*, s, ent, *)","(*, {Auckland Region}, {Layla Peterson}, *)",Event contents,all,set(),set(),{},0,0,"{'location', 'content', 'entity', 'date'}",False,Search,Keyed retrieval from episodic event memory,t|c,s|ent,True,original,False,,,53
16,0,2006,"Recall the events related to political assassination that occurred on August 12, 2025. List all the locations where these events took place, without describing the events themselves.","(t, *, *, c)","({August 12, 2025}, *, *, {political assassination})",Spaces,all,set(),set(),{},0,0,{'date'},False,Search,Keyed retrieval from episodic event memory,s|ent,t|c,True,original,False,,,54
14,1,273,"Consider the events involving Lily Nguyen on April 09, 2026. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, *)","({April 09, 2026}, *, {Lily Nguyen}, *)",Spaces,all,{'Minas Gerais'},{23},{23: 'Minas Gerais'},1,1,set(),,Search,Keyed retrieval from episodic event memory,s|c,t|ent,True,original,False,,,55
22,0,1496,"Consider all events involving both Brooklyn Ross and factory explosion. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, c)","(*, *, {Brooklyn Ross}, {factory explosion})",Times,all,set(),set(),{},0,0,"{'content', 'date', 'entity'}",True,Search,Keyed retrieval from episodic event memory,t|s,ent|c,True,original,False,,,56
24,1,850,"Recall what happened involving Scarlett Thomas at Greater Mumbai on April 09, 2026. Describe the key events or activities that occurred, focusing on what happened.","(t, s, ent, *)","({April 09, 2026}, {Greater Mumbai}, {Scarlett Thomas}, *)",Event contents,all,{'factory explosion'},{46},{46: 'factory explosion'},1,1,set(),,Search,Keyed retrieval from episodic event memory,c,t|s|ent,True,original,False,,,57
20,2,574,"Recall all events related to volcanic eruption that occurred at Nairobi County. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, c)","(*, {Nairobi County}, *, {volcanic eruption})",Times,all,"{'July 25, 2024', 'April 09, 2026'}","{53, 14}","{14: 'April 09, 2026', 53: 'July 25, 2024'}",2,2,set(),,Search,Keyed retrieval from episodic event memory,t|ent,s|c,True,original,False,,,58
24,0,2148,"Recall what happened involving Jaxon Howard at East Java on August 12, 2025. Describe the key events or activities that occurred, focusing on what happened.","(t, s, ent, *)","({August 12, 2025}, {East Java}, {Jaxon Howard}, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'location', 'entity', 'date'}",False,Search,Keyed retrieval from episodic event memory,c,t|s|ent,True,original,False,,,59
23,0,2314,"Reflect on the experiences of Brooklyn Ross related to volcanic eruption. List all the unique locations where these events took place, without mentioning the events themselves.","(*, *, ent, c)","(*, *, {Brooklyn Ross}, {volcanic eruption})",Spaces,all,set(),set(),{},0,0,"{'date', 'entity'}",True,Search,Keyed retrieval from episodic event memory,t|s,ent|c,True,original,False,,,60
21,1,1208,"Think about the events involving residential tower fire at Antioquia Department. List all protagonists involved in these events, without mentioning the events themselves.","(*, s, *, c)","(*, {Antioquia Department}, *, {residential tower fire})",Entities,all,{'Henry Reed'},{37},{37: 'Henry Reed'},1,1,set(),,Search,Keyed retrieval from episodic event memory,t|ent,s|c,True,original,False,,,61
1,1,225,"Consider all events that happened on May 07, 2024. Provide a list of all protagonists involved in any of these events, without describing the events themselves.","(t, *, *, *)","({May 07, 2024}, *, *, *)",Entities,all,{'Zoe Brown'},{4},{4: 'Zoe Brown'},1,1,set(),,Search,Keyed retrieval from episodic event memory,s|ent|c,t,True,original,False,,,62
22,2,98,"Consider all events involving both Henry Reed and toxic waste spill. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, c)","(*, *, {Henry Reed}, {toxic waste spill})",Times,all,"{'May 28, 2025', 'March 23, 2025'}","{48, 47}","{47: 'March 23, 2025', 48: 'May 28, 2025'}",2,2,set(),,Search,Keyed retrieval from episodic event memory,t|s,ent|c,True,original,False,,,63
28,0,2199,"Recall what happened involving Scarlett Thomas and political assassination at Maharashtra on August 12, 2025 and list only who else was involved (if anyone).","(t, s, ent, c)","({August 12, 2025}, {Maharashtra}, {Scarlett Thomas}, {political assassination})",Other entities,all,set(),set(),{},0,0,{'date'},False,Match and Compare,Co-occurrence lookup excluding anchor entity,,t|s|ent|c,True,original,False,,,64
26,0,1724,"Consider the events involving both Jaxon Howard and reservoir breach on August 12, 2025. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, c)","({August 12, 2025}, *, {Jaxon Howard}, {reservoir breach})",Spaces,all,set(),set(),{},0,0,"{'content', 'location', 'entity', 'date'}",False,Search,Keyed retrieval from episodic event memory,s,t|ent|c,True,original,False,,,65
13,1,705,"Recall the key events that occurred at Ontario on December 03, 2026. Describe what happened, focusing on the actions or occurrences rather than who was involved.","(t, s, *, *)","({December 03, 2026}, {Ontario}, *, *)",Event contents,all,{'flash flood emergency'},{24},{24: 'flash flood emergency'},1,1,set(),,Search,Keyed retrieval from episodic event memory,ent|c,t|s,True,original,False,,,66
27,0,1553,"Consider all events involving both Layla Peterson and airport customs breach at Auckland Region. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, c)","(*, {Auckland Region}, {Layla Peterson}, {airport customs breach})",Times,all,set(),set(),{},0,0,"{'location', 'content', 'entity', 'date'}",False,Search,Keyed retrieval from episodic event memory,t,s|ent|c,True,original,False,,,67
34,1,404,List all locations visited by Bella Alvarez in chronological order according to the story's timeline.,"(*, *, ent, *)","(*, *, {Bella Alvarez}, *)",Spaces,chronological,['Dodoma Region'],[43],{43: 'Dodoma Region'},1,1,set(),,Compute on Sets and Lists,Temporal ordering over retrieved events,t|s|c,ent,True,original,False,,,68
15,0,2397,"Reflect on what Noah Williams experienced on April 09, 2026. Describe all the key events they were involved in, focusing on what happened rather than where it occurred.","(t, *, ent, *)","({April 09, 2026}, *, {Noah Williams}, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'date', 'entity'}",True,Search,Keyed retrieval from episodic event memory,s|c,t|ent,True,original,False,,,69
13,1,696,"Recall the key events that occurred at Minas Gerais on April 09, 2026. Describe what happened, focusing on the actions or occurrences rather than who was involved.","(t, s, *, *)","({April 09, 2026}, {Minas Gerais}, *, *)",Event contents,all,{'residential tower fire'},{23},{23: 'residential tower fire'},1,1,set(),,Search,Keyed retrieval from episodic event memory,ent|c,t|s,True,original,False,,,70
5,2,738,"Recall the various events that have taken place at North Dakota. Describe what happened during these events, focusing on the actions or occurrences rather than the timing or people involved.","(*, s, *, *)","(*, {North Dakota}, *, *)",Event contents,all,"{'bridge collapse', 'volcanic eruption'}","{9, 52}","{9: 'bridge collapse', 52: 'volcanic eruption'}",2,2,set(),,Search,Keyed retrieval from episodic event memory,t|ent|c,s,True,original,False,,,71
6,2,951,"Reflect on all events involving Benjamin Green. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, *)","(*, *, {Benjamin Green}, *)",Times,all,"{'February 27, 2026', 'April 09, 2026'}","{14, 7}","{7: 'February 27, 2026', 14: 'April 09, 2026'}",2,2,set(),,Search,Keyed retrieval from episodic event memory,t|s|c,ent,True,original,False,,,72
25,1,1278,"Think about the events related to flash flood emergency that occurred at Ontario on December 03, 2026. List all protagonists involved in these events, without describing the events themselves.","(t, s, *, c)","({December 03, 2026}, {Ontario}, *, {flash flood emergency})",Entities,all,{'Ezra Edwards'},{24},{24: 'Ezra Edwards'},1,1,set(),,Search,Keyed retrieval from episodic event memory,ent,t|s|c,True,original,False,,,73
4,1,360,"Consider the location Bagmati Province. List all protagonists that have been involved in any events at this location, without mentioning the events themselves.","(*, s, *, *)","(*, {Bagmati Province}, *, *)",Entities,all,{'Lillian Mendoza'},{35},{35: 'Lillian Mendoza'},1,1,set(),,Search,Keyed retrieval from episodic event memory,t|ent|c,s,True,original,False,,,74
