source_answers_file,timestamp_utc,mode,row_key,row_idx,combined_q_idx,q_idx,question,retrieval_type,get,ground_truth_items,answer,identified_items,matching_scores,tp,precision,recall,f1,exact_match,judge_explanation,judge_model,judge_status,status,judge_error,raw_judge_text,minerva_category,missing_tuple_elements,source_status,n_gold,gold_bin,source_file
C:\Users\KIIT\Documents\Research Work\Episodic_Memory_Part_2\refactoring_files\Models_answers\Qwen2.5_14B_instruct\scifi_qwen25_14b_dp.answers.jsonl,2026-04-08T03:55:22+00:00,dp,combined_q_idx:10,10,10,25,"Story recall-and-edit: Start from the answer to this story query: ""Think about the events related to subspace antenna failure that occurred at Europa Subsurface Laboratory on December 26, 2226. List all protagonists involved in these events, without describing the events themselves."". Remove ""Zoe Brown"" from the answer. Return only the remaining items.",story_edit::remove_one,all,[],"Logan Diaz, Ronan Guevara, Benjamin Green",[],[],0,1.0,1.0,1.0,1,APIConnectionError: Connection error.,Olmo-3-7B-Instruct,error,error,APIConnectionError: Connection error.,,Recall and Edit,ent,ok,0,0,scifi_qwen25_14b_dp.answers.jsonl
C:\Users\KIIT\Documents\Research Work\Episodic_Memory_Part_2\refactoring_files\Models_answers\Qwen2.5_14B_instruct\scifi_qwen25_14b_dp.answers.jsonl,2026-04-08T03:55:38+00:00,dp,combined_q_idx:11,11,11,25,"Story composite task: Use two story queries.
A) Think about the events related to subspace antenna failure that occurred at Mercury Twilight Observatory on April 09, 2226. List all protagonists involved in these events, without describing the events themselves.
B) Think about the events related to atmospheric scrubber failure that occurred at Eridani Metallurgy Complex on April 09, 2226. List all protagonists involved in these events, without describing the events themselves.
Take answer(A), remove all items that also appear in answer(B), then return the remaining items sorted alphabetically.",story_composite::difference_then_sort,all,['Scarlett Thomas'],Logan Diaz,[],[0.0],0,0.0,0.0,0.0,0,APIConnectionError: Connection error.,Olmo-3-7B-Instruct,error,error,APIConnectionError: Connection error.,,Composite,ent,ok,1,1,scifi_qwen25_14b_dp.answers.jsonl
C:\Users\KIIT\Documents\Research Work\Episodic_Memory_Part_2\refactoring_files\Models_answers\Qwen2.5_14B_instruct\scifi_qwen25_14b_dp.answers.jsonl,2026-04-08T03:55:53+00:00,dp,combined_q_idx:12,12,12,19,"Story spot-the-differences: Compare answers of these two story queries.
A) Reflect on Carter Stewart's experiences at Cygnus Rift Complex. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred.
B) Story recall-and-edit: For query ""Consider all events involving Ella Ross at Dione Ice Processing Facility. Provide a list of all dates when these events occurred, without describing the events."", return an empty answer.
Return only_in_A and only_in_B.",story_diff::set_difference,all,"['[]', '[]']","only_in_A: Reflect on Carter Stewart's experiences at Cygnus Rift Complex. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred.
only_in_B: Return an empty answer.",[],"[0.0, 0.0]",0,0.0,0.0,0.0,0,APIConnectionError: Connection error.,Olmo-3-7B-Instruct,error,error,APIConnectionError: Connection error.,,Spot the Differences,t|c,ok,2,2,scifi_qwen25_14b_dp.answers.jsonl
C:\Users\KIIT\Documents\Research Work\Episodic_Memory_Part_2\refactoring_files\Models_answers\Qwen2.5_14B_instruct\scifi_qwen25_14b_dp.answers.jsonl,2026-04-08T03:56:09+00:00,dp,combined_q_idx:13,13,13,26,"Story match-and-compare: Compare answers of these two story queries and list only shared items.
A) Consider the events involving both Noah Williams and atmospheric scrubber failure on April 09, 2226. List all the locations where these events took place, without describing the events themselves.
B) Consider the events involving both Levi Rodriguez and subspace antenna failure on December 26, 2226. List all the locations where these events took place, without describing the events themselves.
Return the intersection.",story_compare::intersection,all,[],unsure,[],[],0,1.0,1.0,1.0,1,APIConnectionError: Connection error.,Olmo-3-7B-Instruct,error,error,APIConnectionError: Connection error.,,Match and Compare,s,ok,0,0,scifi_qwen25_14b_dp.answers.jsonl
C:\Users\KIIT\Documents\Research Work\Episodic_Memory_Part_2\refactoring_files\Models_answers\Qwen2.5_14B_instruct\scifi_qwen25_14b_dp.answers.jsonl,2026-04-08T03:56:25+00:00,dp,combined_q_idx:14,14,14,17,"Story recall-and-edit: Start from the answer to this story query: ""Think about the events involving artificial atmosphere toxicity on February 27, 2226. Provide a list of all protagonists involved in these events, without describing the events."". Remove ""Benjamin Green"" from the answer. Return only the remaining items.",story_edit::remove_one,all,[],Ronan Guevara,[],[],0,1.0,1.0,1.0,1,APIConnectionError: Connection error.,Olmo-3-7B-Instruct,error,error,APIConnectionError: Connection error.,,Recall and Edit,s|ent,ok,0,0,scifi_qwen25_14b_dp.answers.jsonl
C:\Users\KIIT\Documents\Research Work\Episodic_Memory_Part_2\refactoring_files\Models_answers\Qwen2.5_14B_instruct\scifi_qwen25_14b_dp.answers.jsonl,2026-04-08T03:56:41+00:00,dp,combined_q_idx:15,15,15,8,"Story spot-the-differences: Compare answers of these two story queries.
A) Think about Ellie Garcia's experiences. Describe all the key events they've been involved in, focusing on what happened rather than when or where it occurred.
B) What was Daniel Lopez doing the last time they were observed in the story's timeline?
Return only_in_A and only_in_B.",story_diff::set_difference,all,"['[]', '[]']","only_in_A: Ellie Garcia is not mentioned in the provided text.
only_in_B: Daniel Lopez is not mentioned in the provided text.",[],"[0.0, 0.0]",0,0.0,0.0,0.0,0,APIConnectionError: Connection error.,Olmo-3-7B-Instruct,error,error,APIConnectionError: Connection error.,,Spot the Differences,t|s|c,ok,2,2,scifi_qwen25_14b_dp.answers.jsonl
C:\Users\KIIT\Documents\Research Work\Episodic_Memory_Part_2\refactoring_files\Models_answers\Qwen2.5_14B_instruct\scifi_qwen25_14b_dp.answers.jsonl,2026-04-08T03:56:57+00:00,dp,combined_q_idx:16,16,16,3,"Think about all events that have occurred at Luna Oceanus Trading Post. Provide a list of all dates when these events took place, without describing the events.",Times,all,"['May 11, 2226', 'October 12, 2224', 'September 22, 2226']",unsure,[],"[0.0, 0.0, 0.0]",0,0.0,0.0,0.0,0,APIConnectionError: Connection error.,Olmo-3-7B-Instruct,error,error,APIConnectionError: Connection error.,,Search,t|ent|c,ok,3,3-5,scifi_qwen25_14b_dp.answers.jsonl
C:\Users\KIIT\Documents\Research Work\Episodic_Memory_Part_2\refactoring_files\Models_answers\Qwen2.5_14B_instruct\scifi_qwen25_14b_dp.answers.jsonl,2026-04-08T03:57:12+00:00,dp,combined_q_idx:17,17,17,5,"Recall the various events that have taken place at Mercury Twilight Observatory. Describe what happened during these events, focusing on the actions or occurrences rather than the timing or people involved.",Event contents,all,"['matter synthesizer overload', 'cryo-pod integrity breach', 'digital afterlife server shutdown', 'magnetic confinement rupture', 'fusion core breach', 'memory patent warfare', 'subspace antenna failure', 'main power grid overload', 'antimatter cascade']","At Mercury Twilight Observatory, there was a main power grid overload. Technicians were huddled around a central console, working feverishly to troubleshoot the problem as error messages flashed on the screens. The air was thick with tension as they worked to contain the situation.",[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,0.0,0.0,0.0,0,APIConnectionError: Connection error.,Olmo-3-7B-Instruct,error,error,APIConnectionError: Connection error.,,Search,t|ent|c,ok,9,6+,scifi_qwen25_14b_dp.answers.jsonl
C:\Users\KIIT\Documents\Research Work\Episodic_Memory_Part_2\refactoring_files\Models_answers\Qwen2.5_14B_instruct\scifi_qwen25_14b_dp.answers.jsonl,2026-04-08T03:57:28+00:00,dp,combined_q_idx:18,18,18,14,"Story spot-the-differences: Compare answers of these two story queries.
A) Consider the events involving Carter Stewart on August 27, 2224. List all the locations where these events took place, without describing the events themselves.
B) Reflect on what Carter Stewart experienced on August 27, 2224. Describe all the key events they were involved in, focusing on what happened rather than where it occurred.
Return only_in_A and only_in_B.",story_diff::set_difference,all,"['[]', '[]']","only_in_A: None

only_in_B: None

Note: There is no mention of any events involving Carter Stewart on August 27, 2224, in the provided text.",[],"[0.0, 0.0]",0,0.0,0.0,0.0,0,APIConnectionError: Connection error.,Olmo-3-7B-Instruct,error,error,APIConnectionError: Connection error.,,Spot the Differences,s|c,ok,2,2,scifi_qwen25_14b_dp.answers.jsonl
C:\Users\KIIT\Documents\Research Work\Episodic_Memory_Part_2\refactoring_files\Models_answers\Qwen2.5_14B_instruct\scifi_qwen25_14b_dp.answers.jsonl,2026-04-08T03:57:44+00:00,dp,combined_q_idx:19,19,19,11,"Story composite task: Use two story queries.
A) Reflect on events related to hyperspace beacon failure. Provide a list of all protagonists involved in these events, without describing the events.
B) Consider all events involving atmospheric scrubber failure. List all the locations where these events took place, without mentioning the events themselves.
Take answer(A), remove all items that also appear in answer(B), then return the remaining items sorted alphabetically.",story_composite::difference_then_sort,all,['Mila Gonzalez'],"Ezra Edwards, Henry Reed, Owen Thomas",[],[0.0],0,0.0,0.0,0.0,0,APIConnectionError: Connection error.,Olmo-3-7B-Instruct,error,error,APIConnectionError: Connection error.,,Composite,t|s|ent,ok,1,1,scifi_qwen25_14b_dp.answers.jsonl
C:\Users\KIIT\Documents\Research Work\Episodic_Memory_Part_2\refactoring_files\Models_answers\Qwen2.5_14B_instruct\scifi_qwen25_14b_dp.answers.jsonl,2026-04-08T03:57:59+00:00,dp,combined_q_idx:20,20,20,18,"Story compute-on-lists: For this story query answer, sort all returned items in ascending alphabetical order.
Query: Consider all events involving Zoe Brown at Barnard's Star Propulsion Lab. Provide a list of all dates when these events occurred, without describing the events.",story_compute::sort_items,chronological,"['November 13, 2226']",unsure,[],[0.0],0,0.0,0.0,0.0,0,APIConnectionError: Connection error.,Olmo-3-7B-Instruct,error,error,APIConnectionError: Connection error.,,Compute on Sets and Lists,t|c,ok,1,1,scifi_qwen25_14b_dp.answers.jsonl
C:\Users\KIIT\Documents\Research Work\Episodic_Memory_Part_2\refactoring_files\Models_answers\Qwen2.5_14B_instruct\scifi_qwen25_14b_dp.answers.jsonl,2026-04-08T03:58:15+00:00,dp,combined_q_idx:21,21,21,20,"Story recall-and-edit: For query ""Recall all events related to magnetospheric resonance breach that occurred at Barnard's Star Propulsion Lab. Provide a list of all dates when these events took place, without describing the events."", return an empty answer.",story_edit::empty,all,[],"No events related to magnetospheric resonance breach were recalled from Barnard's Star Propulsion Lab. Therefore, there are no dates provided for such events.",[],[],0,1.0,1.0,1.0,1,APIConnectionError: Connection error.,Olmo-3-7B-Instruct,error,error,APIConnectionError: Connection error.,,Recall and Edit,t|ent,ok,0,0,scifi_qwen25_14b_dp.answers.jsonl
C:\Users\KIIT\Documents\Research Work\Episodic_Memory_Part_2\refactoring_files\Models_answers\Qwen2.5_14B_instruct\scifi_qwen25_14b_dp.answers.jsonl,2026-04-08T03:58:31+00:00,dp,combined_q_idx:22,22,22,24,"Story stateful-processing: For this story query, return only the latest chapter index from supporting chapters.
Query: Recall what happened involving Noah Williams at Eridani Metallurgy Complex on April 09, 2226. Describe the key events or activities that occurred, focusing on what happened.",story_state::latest_chapter,latest,['0'],unsure,[],[0.0],0,0.0,0.0,0.0,0,APIConnectionError: Connection error.,Olmo-3-7B-Instruct,error,error,APIConnectionError: Connection error.,,Stateful Processing,c,ok,1,1,scifi_qwen25_14b_dp.answers.jsonl
C:\Users\KIIT\Documents\Research Work\Episodic_Memory_Part_2\refactoring_files\Models_answers\Qwen2.5_14B_instruct\scifi_qwen25_14b_dp.answers.jsonl,2026-04-08T03:58:47+00:00,dp,combined_q_idx:23,23,23,7,"Story match-and-compare: Compare answers of these two story queries and list only shared items.
A) Consider all events that Hazel Lewis has been involved in. List all the locations where these events took place, without mentioning the events themselves.
B) List all locations visited by Daniel Lopez in chronological order according to the story's timeline.
Return the intersection.",story_compare::intersection,all,[],unsure,[],[],0,1.0,1.0,1.0,1,APIConnectionError: Connection error.,Olmo-3-7B-Instruct,error,error,APIConnectionError: Connection error.,,Match and Compare,t|s|c,ok,0,0,scifi_qwen25_14b_dp.answers.jsonl
C:\Users\KIIT\Documents\Research Work\Episodic_Memory_Part_2\refactoring_files\Models_answers\Qwen2.5_14B_instruct\scifi_qwen25_14b_dp.answers.jsonl,2026-04-08T03:59:03+00:00,dp,combined_q_idx:24,24,24,15,"Story spot-the-differences: Compare answers of these two story queries.
A) Reflect on what Levi Rodriguez experienced on December 26, 2226. Describe all the key events they were involved in, focusing on what happened rather than where it occurred.
B) Reflect on what Jaxon Howard experienced on August 12, 2225. Describe all the key events they were involved in, focusing on what happened rather than where it occurred.
Return only_in_A and only_in_B.",story_diff::set_difference,all,"[""['subspace antenna failure']"", '[]']","only_in_A: unsure

only_in_B: unsure",[],"[0.0, 0.0]",0,0.0,0.0,0.0,0,APIConnectionError: Connection error.,Olmo-3-7B-Instruct,error,error,APIConnectionError: Connection error.,,Spot the Differences,s|c,ok,2,2,scifi_qwen25_14b_dp.answers.jsonl
C:\Users\KIIT\Documents\Research Work\Episodic_Memory_Part_2\refactoring_files\Models_answers\Qwen2.5_14B_instruct\scifi_qwen25_14b_dp.answers.jsonl,2026-04-08T03:59:18+00:00,dp,combined_q_idx:25,25,25,25,"Story composite task: Use two story queries.
A) Think about the events related to cosmic string vibration that occurred at Makemake Station on August 12, 2225. List all protagonists involved in these events, without describing the events themselves.
B) Story compute-on-lists: For this story query answer, sort all returned items in ascending alphabetical order.
Query: Think about the events related to cryo-pod integrity breach that occurred at Hydra Cloud Facility on April 09, 2226. List all protagonists involved in these events, without describing the events themselves.
Take answer(A), remove all items that also appear in answer(B), then return the remaining items sorted alphabetically.",story_composite::difference_then_sort,all,[],"Ezra Edwards, Owen Thomas",[],[],0,1.0,1.0,1.0,1,APIConnectionError: Connection error.,Olmo-3-7B-Instruct,error,error,APIConnectionError: Connection error.,,Composite,ent,ok,0,0,scifi_qwen25_14b_dp.answers.jsonl
C:\Users\KIIT\Documents\Research Work\Episodic_Memory_Part_2\refactoring_files\Models_answers\Qwen2.5_14B_instruct\scifi_qwen25_14b_dp.answers.jsonl,2026-04-08T03:59:34+00:00,dp,combined_q_idx:26,26,26,28,"Recall what happened involving Lily Nguyen and wormhole destabilization at Sedna Long Range Observatory on April 09, 2226 and list only who else was involved (if anyone).",Other entities,all,[],unsure,[],[],0,1.0,1.0,1.0,1,APIConnectionError: Connection error.,Olmo-3-7B-Instruct,error,error,APIConnectionError: Connection error.,,Match and Compare,,ok,0,0,scifi_qwen25_14b_dp.answers.jsonl
C:\Users\KIIT\Documents\Research Work\Episodic_Memory_Part_2\refactoring_files\Models_answers\Qwen2.5_14B_instruct\scifi_qwen25_14b_dp.answers.jsonl,2026-04-08T03:59:50+00:00,dp,combined_q_idx:27,27,27,27,"Story stateful-processing: For this story query, return only the latest chapter index from supporting chapters.
Query: Consider all events involving both Julian Peterson and magnetospheric resonance breach at Barnard's Star Propulsion Lab. Provide a list of all dates when these events occurred, without describing the events.",story_state::latest_chapter,latest,['0'],unsure,[],[0.0],0,0.0,0.0,0.0,0,APIConnectionError: Connection error.,Olmo-3-7B-Instruct,error,error,APIConnectionError: Connection error.,,Stateful Processing,t,ok,1,1,scifi_qwen25_14b_dp.answers.jsonl
C:\Users\KIIT\Documents\Research Work\Episodic_Memory_Part_2\refactoring_files\Models_answers\Qwen2.5_14B_instruct\scifi_qwen25_14b_dp.answers.jsonl,2026-04-08T04:00:06+00:00,dp,combined_q_idx:28,28,28,1,"Story match-and-compare: Compare answers of these two story queries and list only shared items.
A) Consider all events that happened on August 27, 2224. Provide a list of all protagonists involved in any of these events, without describing the events themselves.
B) Story composite task: Use two story queries.
A) Reflect on May 07, 2224. Describe all the key events that occurred on this date, focusing on what happened rather than who was involved or where it took place.
B) Story recall-and-edit: Start from the answer to this story query: ""Consider all events that happened on April 09, 2226. Provide a list of all protagonists involved in any of these events, without describing the events themselves."". Remove ""Benjamin Green"" from that answer. Return only the remaining items.
Take answer(A), remove all items that also appear in answer(B), then return the remaining items sorted alphabetically.
Return the intersection.",story_compare::intersection,all,[],unsure,[],[],0,1.0,1.0,1.0,1,APIConnectionError: Connection error.,Olmo-3-7B-Instruct,error,error,APIConnectionError: Connection error.,,Match and Compare,s|ent|c,ok,0,0,scifi_qwen25_14b_dp.answers.jsonl
C:\Users\KIIT\Documents\Research Work\Episodic_Memory_Part_2\refactoring_files\Models_answers\Qwen2.5_14B_instruct\scifi_qwen25_14b_dp.answers.jsonl,2026-04-08T04:00:22+00:00,dp,combined_q_idx:29,29,29,27,"Consider all events involving both Ella Ross and childhood memory trade scandal at Dione Ice Processing Facility. Provide a list of all dates when these events occurred, without describing the events.",Times,all,[],unsure,[],[],0,1.0,1.0,1.0,1,APIConnectionError: Connection error.,Olmo-3-7B-Instruct,error,error,APIConnectionError: Connection error.,,Search,t,ok,0,0,scifi_qwen25_14b_dp.answers.jsonl
C:\Users\KIIT\Documents\Research Work\Episodic_Memory_Part_2\refactoring_files\Models_answers\Qwen2.5_14B_instruct\scifi_qwen25_14b_dp.answers.jsonl,2026-04-08T04:00:38+00:00,dp,combined_q_idx:30,30,30,11,"Story recall-and-edit: Start from the answer to this story query: ""Reflect on events related to air filter contamination. Provide a list of all protagonists involved in these events, without describing the events."". Remove ""Scarlett Thomas"" from the answer. Return only the remaining items.",story_edit::remove_one,all,[],unsure,[],[],0,1.0,1.0,1.0,1,APIConnectionError: Connection error.,Olmo-3-7B-Instruct,error,error,APIConnectionError: Connection error.,,Recall and Edit,t|s|ent,ok,0,0,scifi_qwen25_14b_dp.answers.jsonl
C:\Users\KIIT\Documents\Research Work\Episodic_Memory_Part_2\refactoring_files\Models_answers\Qwen2.5_14B_instruct\scifi_qwen25_14b_dp.answers.jsonl,2026-04-08T04:00:53+00:00,dp,combined_q_idx:31,31,31,26,"Story compute-on-lists: For this story query answer, sort all returned items in ascending alphabetical order.
Query: Consider the events involving both Lily Nguyen and fusion core breach on April 09, 2226. List all the locations where these events took place, without describing the events themselves.",story_compute::sort_items,chronological,['Sedna Long Range Observatory'],Triton Gas Colony,[],[0.0],0,0.0,0.0,0.0,0,APIConnectionError: Connection error.,Olmo-3-7B-Instruct,error,error,APIConnectionError: Connection error.,,Compute on Sets and Lists,s,ok,1,1,scifi_qwen25_14b_dp.answers.jsonl
C:\Users\KIIT\Documents\Research Work\Episodic_Memory_Part_2\refactoring_files\Models_answers\Qwen2.5_14B_instruct\scifi_qwen25_14b_dp.answers.jsonl,2026-04-08T04:01:09+00:00,dp,combined_q_idx:32,32,32,1,"Story recall-and-edit: Start from the answer to this story query: ""Consider all events that happened on May 11, 2226. Provide a list of all protagonists involved in any of these events, without describing the events themselves."". Remove ""Bella Alvarez"" from that answer. Return only the remaining items.",story_edit::remove_one,all,"['Henry Reed', 'Samuel Parker', 'Chloe Castillo', 'Levi Rodriguez']","Henry Reed, Zoe Brown",[],"[0.0, 0.0, 0.0, 0.0]",0,0.0,0.0,0.0,0,APIConnectionError: Connection error.,Olmo-3-7B-Instruct,error,error,APIConnectionError: Connection error.,,Recall and Edit,s|ent|c,ok,4,3-5,scifi_qwen25_14b_dp.answers.jsonl
