q_idx,bins_items_correct_answer,debug_level_2,question,cue,cue_completed,retrieval_type,get,correct_answer,correct_answer_chapters,correct_answer_detailed,n_items_correct_answer,n_chapters_correct_answer,debug_changed,debug_existing_change,minerva_category,minerva_subtask,missing_tuple_elements,present_tuple_elements,minerva_category_known,combined_source,is_synthetic,synthetic_type,synthetic_note,combined_q_idx,original_minerva_category
10,0,2554,"Story match-and-compare: Compare answers of these two story queries and list only shared items.
A) Consider all events involving Antique Auction. List all the locations where these events took place, without mentioning the events themselves.
B) Recall all events related to Business Networking Event. Provide a list of all dates when these events occurred, without describing the events.
Return the intersection.","(*, *, *, c)","(*, *, *, {Antique Auction})",story_compare::intersection,all,set(),,{'shared_items': []},0,0,"{'content', 'entity', 'location'}",False,Match and Compare,Story synthetic match_and_compare,t|s|ent,c,True,story_synthetic_balanced,True,match_and_compare,Rebalanced from Search to Match and Compare; cue preserved,10,Search
27,2,174,"Story match-and-compare: Compare answers of these two story queries and list only shared items.
A) Consider all events involving both Chloe Castillo and Fashion Show at American Museum of Natural History. Provide a list of all dates when these events occurred, without describing the events.
B) Consider all events involving both Isaiah Evans and Opera Performance at American Museum of Natural History. Provide a list of all dates when these events occurred, without describing the events.
Return the intersection.","(*, s, ent, c)","(*, {American Museum of Natural History}, {Chloe Castillo}, {Fashion Show})",story_compare::intersection,all,set(),,{'shared_items': []},2,2,set(),,Match and Compare,Story synthetic match_and_compare,t,s|ent|c,True,story_synthetic_balanced,True,match_and_compare,Rebalanced from Search to Match and Compare; cue preserved,11,Search
28,0,3894,"Recall what happened involving Lucy Carter and Antique Auction at Captree State Park on April 09, 2026 and list only who else was involved (if anyone).","(t, s, ent, c)","({April 09, 2026}, {Captree State Park}, {Lucy Carter}, {Antique Auction})",Other entities,all,set(),set(),{},0,0,"{'content', 'location'}",False,Match and Compare,Co-occurrence lookup excluding anchor entity,,t|s|ent|c,True,original,False,,,12,
27,1,251,"Story match-and-compare: Compare answers of these two story queries and list only shared items.
A) Consider all events involving both Levi Rodriguez and Fashion Show at American Museum of Natural History. Provide a list of all dates when these events occurred, without describing the events.
B) Consider all events involving both Skylar Thompson and Car Show at American Museum of Natural History. Provide a list of all dates when these events occurred, without describing the events.
Return the intersection.","(*, s, ent, c)","(*, {American Museum of Natural History}, {Levi Rodriguez}, {Fashion Show})",story_compare::intersection,all,set(),,{'shared_items': []},1,1,set(),,Match and Compare,Story synthetic match_and_compare,t,s|ent|c,True,story_synthetic_balanced,True,match_and_compare,Rebalanced from Search to Match and Compare; cue preserved,13,Search
29,1,777,"Provide a comprehensive account of what happened involving Brooklyn Ross and Educational Workshop at One World Trade Center on April 09, 2026. Include all relevant details about the event(s), including what occurred and any other pertinent information.","(t, s, ent, c)","({April 09, 2026}, {One World Trade Center}, {Brooklyn Ross}, {Educational Workshop})",Full event details,all,{'Full chapter 104'},{104},{104: ['Full chapter 104']},1,1,set(),,Composite,Story full event details,,t|s|ent|c,True,original,False,,,14,
22,0,2674,"Story match-and-compare: Compare answers of these two story queries and list only shared items.
A) Consider all events involving both Brooklyn Ross and Book Signing Event. Provide a list of all dates when these events occurred, without describing the events.
B) Reflect on the experiences of Samuel Parker related to Theater Performance. List all the unique locations where these events took place, without mentioning the events themselves.
Return the intersection.","(*, *, ent, c)","(*, *, {Brooklyn Ross}, {Book Signing Event})",story_compare::intersection,all,set(),,{'shared_items': []},0,0,"{'content', 'location'}",True,Match and Compare,Story synthetic match_and_compare,t|s,ent|c,True,story_synthetic_balanced,True,match_and_compare,Rebalanced from Search to Match and Compare; cue preserved,15,Search
25,0,4622,"Story compute-on-lists: For this story query answer, sort all returned items in ascending alphabetical order.
Query: Think about the events related to Charity Gala that occurred at Chrysler Building on August 27, 2024. List all protagonists involved in these events, without describing the events themselves.","(t, s, *, c)","({August 27, 2024}, {Chrysler Building}, *, {Charity Gala})",story_compute::sort_items,chronological,[],,"{""sorted_items"": []}",0,0,"{'content', 'entity', 'date', 'location'}",False,Compute on Sets and Lists,Story synthetic compute_on_sets_and_lists,ent,t|s|c,True,story_synthetic_balanced,True,compute_on_sets_and_lists,Rebalanced from Search to Compute on Sets and Lists; cue preserved,16,Search
12,1,2372,"Story spot-the-differences: Compare answers of these two story queries.
A) Think about what happened at Ellis Island on April 09, 2026. List all protagonists involved in any events at this time and place, without describing the events.
B) Recall the key events that occurred at High Line on April 09, 2026. Describe what happened, focusing on the actions or occurrences rather than who was involved.
Return only_in_A and only_in_B.","(t, s, *, *)","({April 09, 2026}, {Ellis Island}, *, *)",story_diff::set_difference,all,"{""only_in_A"": [""Jackson Ramos""], ""only_in_B"": [""Astronomy Night""]}",,"{""only_in_A"": [""Jackson Ramos""], ""only_in_B"": [""Astronomy Night""]}",1,1,set(),,Spot the Differences,Story synthetic spot_the_differences,ent|c,t|s,True,story_synthetic_balanced,True,spot_the_differences,Rebalanced from Search to Spot the Differences; cue preserved,17,Search
0,2,1027,"Story stateful-processing: For this story query, return only the latest chapter index from supporting chapters.
Query: Recall all the events that occurred on August 24, 2026. Without describing the events, list all the unique locations where these events took place.","(t, *, *, *)","({August 24, 2026}, *, *, *)",story_state::latest_chapter,latest,100,,{'latest_chapter': 100},2,2,set(),,Stateful Processing,Story synthetic stateful_processing,s|ent|c,t,True,story_synthetic_balanced,True,stateful_processing,Rebalanced from Search to Stateful Processing; cue preserved,18,Search
26,0,3095,"Story spot-the-differences: Compare answers of these two story queries.
A) Consider the events involving both Lucy Carter and Antique Auction on April 09, 2026. List all the locations where these events took place, without describing the events themselves.
B) Story compute-on-lists: For this story query answer, sort all returned items in ascending alphabetical order.
Query: Consider the events involving both Chloe Castillo and Fashion Show on August 17, 2025. List all the locations where these events took place, without describing the events themselves.
Return only_in_A and only_in_B.","(t, *, ent, c)","({April 09, 2026}, *, {Lucy Carter}, {Antique Auction})",story_diff::set_difference,all,"{""only_in_A"": [], ""only_in_B"": []}",,"{""only_in_A"": [], ""only_in_B"": []}",0,0,"{'content', 'location'}",False,Spot the Differences,Story synthetic spot_the_differences,s,t|ent|c,True,story_synthetic_balanced,True,spot_the_differences,Rebalanced from Search to Spot the Differences; cue preserved,19,Search
26,0,3040,"Story compute-on-lists: For this story query answer, sort all returned items in ascending alphabetical order.
Query: Consider the events involving both Chloe Castillo and Theater Performance on April 09, 2026. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, c)","({April 09, 2026}, *, {Chloe Castillo}, {Theater Performance})",story_compute::sort_items,chronological,[],,"{""sorted_items"": []}",0,0,{'entity'},True,Compute on Sets and Lists,Story synthetic compute_on_sets_and_lists,s,t|ent|c,True,story_synthetic_balanced,True,compute_on_sets_and_lists,Rebalanced from Search to Compute on Sets and Lists; cue preserved,20,Search
22,0,2672,"Consider all events involving both Benjamin Green and Karaoke Night. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, c)","(*, *, {Benjamin Green}, {Karaoke Night})",Times,all,set(),set(),{},0,0,"{'content', 'entity', 'location'}",True,Search,Keyed retrieval from episodic event memory,t|s,ent|c,True,original,False,,,21,
27,1,318,"Story match-and-compare: Compare answers of these two story queries and list only shared items.
A) Consider all events involving both Samuel Parker and Job Fair at American Museum of Natural History. Provide a list of all dates when these events occurred, without describing the events.
B) Consider all events involving both Logan Diaz and Parkour Workshop at American Museum of Natural History. Provide a list of all dates when these events occurred, without describing the events.
Return the intersection.","(*, s, ent, c)","(*, {American Museum of Natural History}, {Samuel Parker}, {Job Fair})",story_compare::intersection,all,set(),,{'shared_items': []},1,1,set(),,Match and Compare,Story synthetic match_and_compare,t,s|ent|c,True,story_synthetic_balanced,True,match_and_compare,Rebalanced from Search to Match and Compare; cue preserved,22,Search
17,1,2121,"Story compute-on-lists: For this story query answer, sort all returned items in ascending alphabetical order.
Query: Think about the events involving Flash Mob on April 09, 2026. Provide a list of all protagonists involved in these events, without describing the events.","(t, *, *, c)","({April 09, 2026}, *, *, {Flash Mob})",story_compute::sort_items,chronological,"[""Jackson Ramos""]",,"{""sorted_items"": [""Jackson Ramos""]}",1,1,set(),,Compute on Sets and Lists,Story synthetic compute_on_sets_and_lists,s|ent,t|c,True,story_synthetic_balanced,True,compute_on_sets_and_lists,Rebalanced from Search to Compute on Sets and Lists; cue preserved,23,Search
15,0,4334,"Reflect on what Stella Scott experienced on August 12, 2025. Describe all the key events they were involved in, focusing on what happened rather than where it occurred.","(t, *, ent, *)","({August 12, 2025}, *, {Stella Scott}, *)",Event contents,all,set(),set(),{},0,0,"{'entity', 'date', 'location'}",False,Search,Keyed retrieval from episodic event memory,s|c,t|ent,True,original,False,,,24,
16,"{3,4,5}",1144,"Story spot-the-differences: Compare answers of these two story queries.
A) Recall the events related to Tech Hackathon that occurred on March 23, 2024. List all the locations where these events took place, without describing the events themselves.
B) Recall the events related to Theater Performance that occurred on February 27, 2026. List all the locations where these events took place, without describing the events themselves.
Return only_in_A and only_in_B.","(t, *, *, c)","({March 23, 2024}, *, *, {Tech Hackathon})",story_diff::set_difference,all,"{""only_in_A"": [""One World Trade Center"", ""Port Jefferson"", ""Yankee Stadium""], ""only_in_B"": [""High Line"", ""Statue of Liberty""]}",,"{""only_in_A"": [""One World Trade Center"", ""Port Jefferson"", ""Yankee Stadium""], ""only_in_B"": [""High Line"", ""Statue of Liberty""]}",3,3,set(),,Spot the Differences,Story synthetic spot_the_differences,s|ent,t|c,True,story_synthetic_balanced,True,spot_the_differences,Rebalanced from Search to Spot the Differences; cue preserved,25,Search
27,1,166,"Story stateful-processing: For this story query, return only the latest chapter index from supporting chapters.
Query: Consider all events involving both Carter Stewart and Parkour Workshop at American Museum of Natural History. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, c)","(*, {American Museum of Natural History}, {Carter Stewart}, {Parkour Workshop})",story_state::latest_chapter,latest,56,,{'latest_chapter': 56},1,1,set(),,Stateful Processing,Story synthetic stateful_processing,t,s|ent|c,True,story_synthetic_balanced,True,stateful_processing,Rebalanced from Search to Stateful Processing; cue preserved,26,Search
0,1,1042,"Story match-and-compare: Compare answers of these two story queries and list only shared items.
A) Recall all the events that occurred on May 07, 2024. Without describing the events, list all the unique locations where these events took place.
B) Consider all events that happened on February 22, 2025. Provide a list of all protagonists involved in any of these events, without describing the events themselves.
Return the intersection.","(t, *, *, *)","({May 07, 2024}, *, *, *)",story_compare::intersection,all,set(),,{'shared_items': []},1,1,set(),,Match and Compare,Story synthetic match_and_compare,s|ent|c,t,True,story_synthetic_balanced,True,match_and_compare,Rebalanced from Search to Match and Compare; cue preserved,27,Search
34,6+,728,List all locations visited by Levi Rodriguez in chronological order according to the story's timeline.,"(*, *, ent, *)","(*, *, {Levi Rodriguez}, *)",Spaces,chronological,"['Trinity Church', 'Snug Harbor Cultural Center', 'Snug Harbor Cultural Center', 'One World Trade Center', 'American Museum of Natural History', 'Bethpage Black Course', 'Trinity Church', 'Washington Square Park', 'American Museum of Natural History']","[117, 53, 55, 54, 99, 111, 58, 83, 15]","{15: 'American Museum of Natural History', 53: 'Snug Harbor Cultural Center', 54: 'One World Trade Center', 55: 'Snug Harbor Cultural Center', 58: 'Trinity Church', 83: 'Washington Square Park', 99: 'American Museum of Natural History', 111: 'Bethpage Black Course', 117: 'Trinity Church'}",9,9,set(),,Compute on Sets and Lists,Temporal ordering over retrieved events,t|s|c,ent,True,original,False,,,28,
2,6+,1577,"Story match-and-compare: Compare answers of these two story queries and list only shared items.
A) Reflect on February 27, 2026. Describe all the key events that occurred on this date, focusing on what happened rather than who was involved or where it took place.
B) Story match-and-compare: Compare answers of these two story queries and list only shared items.
A) Recall all the events that occurred on May 07, 2024. Without describing the events, list all the unique locations where these events took place.
B) Consider all events that happened on February 22, 2025. Provide a list of all protagonists involved in any of these events, without describing the events themselves.
Return the intersection.
Return the intersection.","(t, *, *, *)","({February 27, 2026}, *, *, *)",story_compare::intersection,all,set(),,{'shared_items': []},7,8,set(),,Match and Compare,Story synthetic match_and_compare,s|ent|c,t,True,story_synthetic_balanced,True,match_and_compare,Rebalanced from Search to Match and Compare; cue preserved,29,Search
16,1,1078,"Story recall-and-edit: Start from the answer to this story query: ""Recall the events related to Educational Workshop that occurred on April 09, 2026. List all the locations where these events took place, without describing the events themselves."". Remove ""One World Trade Center"" from the answer. Return only the remaining items.","(t, *, *, c)","({April 09, 2026}, *, *, {Educational Workshop})",story_edit::remove_one,all,set(),,{'remaining_items': []},1,1,set(),,Recall and Edit,Story synthetic recall_and_edit,s|ent,t|c,True,story_synthetic_balanced,True,recall_and_edit,Rebalanced from Search to Recall and Edit; cue preserved,30,Search
28,1,1510,"Recall what happened involving Scarlett Thomas and Astronomy Night at High Line on April 09, 2026 and list only who else was involved (if anyone).","(t, s, ent, c)","({April 09, 2026}, {High Line}, {Scarlett Thomas}, {Astronomy Night})",Other entities,all,"{'Vada Dunning', 'Zyair Batchelor'}",{46},"{46: ['Zyair Batchelor', 'Vada Dunning']}",2,1,set(),,Match and Compare,Co-occurrence lookup excluding anchor entity,,t|s|ent|c,True,original,False,,,31,
21,1,2162,"Story spot-the-difference: Compare the answers to these two story queries and list differences.
A) Think about the events involving Photography Exhibition at American Museum of Natural History. List all protagonists involved in these events, without mentioning the events themselves.
B) Consider the location American Museum of Natural History. List all protagonists that have been involved in any events at this location, without mentioning the events themselves.
Return two lists: only_in_A and only_in_B.","(*, s, *, c)","(*, {American Museum of Natural History}, *, {Photography Exhibition})",story_diff::set_difference,all,"{""only_in_A"": [], ""only_in_B"": [""Carter Stewart"", ""Chloe Castillo"", ""Julian Ross"", ""Levi Rodriguez"", ""Samuel Parker""]}",,"{""only_in_A"": [], ""only_in_B"": [""Carter Stewart"", ""Chloe Castillo"", ""Julian Ross"", ""Levi Rodriguez"", ""Samuel Parker""]}",1,1,set(),,Spot the Differences,Story-grounded set difference,t|ent,s|c,True,story_synthetic,True,spot_the_differences,Compared q_idx 21 vs 4,32,
5,"{3,4,5}",1299,"Story composite task: Use two story queries.
A) Recall the various events that have taken place at Statue of Liberty. Describe what happened during these events, focusing on the actions or occurrences rather than the timing or people involved.
B) Recall the various events that have taken place at Museum of Modern Art. Describe what happened during these events, focusing on the actions or occurrences rather than the timing or people involved.
Take answer(A), remove all items that also appear in answer(B), then return the remaining items sorted alphabetically.","(*, s, *, *)","(*, {Statue of Liberty}, *, *)",story_composite::difference_then_sort,all,"[""Fire Dancing Performance"", ""Tech Hackathon"", ""Theater Performance""]",,"{""remaining_sorted"": [""Fire Dancing Performance"", ""Tech Hackathon"", ""Theater Performance""]}",3,5,set(),,Composite,Story synthetic composite,t|ent|c,s,True,story_synthetic_balanced,True,composite,Rebalanced from Search to Composite; cue preserved,33,Search
26,1,542,"Story compute-on-lists: For this story query answer, sort all returned items in ascending alphabetical order.
Query: Consider the events involving both Benjamin Green and Tech Hackathon on April 09, 2026. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, c)","({April 09, 2026}, *, {Benjamin Green}, {Tech Hackathon})",story_compute::sort_items,chronological,"[""Snug Harbor Cultural Center""]",,"{""sorted_items"": [""Snug Harbor Cultural Center""]}",1,1,set(),,Compute on Sets and Lists,Story synthetic compute_on_sets_and_lists,s,t|ent|c,True,story_synthetic_balanced,True,compute_on_sets_and_lists,Rebalanced from Search to Compute on Sets and Lists; cue preserved,34,Search
3,1,2004,"Story composite task: Use two story queries.
A) Think about all events that have occurred at Long Beach Boardwalk. Provide a list of all dates when these events took place, without describing the events.
B) Story compute-on-lists: For this story query answer, sort all returned items in ascending alphabetical order.
Query: Consider the location American Museum of Natural History. List all protagonists that have been involved in any events at this location, without mentioning the events themselves.
Take answer(A), remove all items that also appear in answer(B), then return the remaining items sorted alphabetically.","(*, s, *, *)","(*, {Long Beach Boardwalk}, *, *)",story_composite::difference_then_sort,all,"[""November 13, 2026""]",,"{""remaining_sorted"": [""November 13, 2026""]}",1,1,set(),,Composite,Story synthetic composite,t|ent|c,s,True,story_synthetic_balanced,True,composite,Rebalanced from Search to Composite; cue preserved,35,Search
24,0,3897,"Story composite task: Use two story queries.
A) Recall what happened involving Lucy Carter at Captree State Park on April 09, 2026. Describe the key events or activities that occurred, focusing on what happened.
B) Story compute-on-lists: For this story query answer, sort all returned items in ascending alphabetical order.
Query: Recall what happened involving Brooklyn Ross at Bethpage State Park on August 24, 2026. Describe the key events or activities that occurred, focusing on what happened.
Take answer(A), remove all items that also appear in answer(B), then return the remaining items sorted alphabetically.","(t, s, ent, *)","({April 09, 2026}, {Captree State Park}, {Lucy Carter}, *)",story_composite::difference_then_sort,all,[],,"{""remaining_sorted"": []}",0,0,"{'content', 'location'}",False,Composite,Story synthetic composite,c,t|s|ent,True,story_synthetic_balanced,True,composite,Rebalanced from Search to Composite; cue preserved,36,Search
26,0,3037,"Story compute-on-lists: For this story query answer, sort all returned items in ascending alphabetical order.
Query: Consider the events involving both Chloe Castillo and Fashion Show on August 17, 2025. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, c)","({August 17, 2025}, *, {Chloe Castillo}, {Fashion Show})",story_compute::sort_items,chronological,[],,"{""sorted_items"": []}",0,0,{'date'},False,Compute on Sets and Lists,Story synthetic compute_on_sets_and_lists,s,t|ent|c,True,story_synthetic_balanced,True,compute_on_sets_and_lists,Rebalanced from Search to Compute on Sets and Lists; cue preserved,37,Search
27,0,2786,"Story stateful-processing: For this story query, return only the latest chapter index from supporting chapters.
Query: Consider all events involving both Logan Diaz and Parkour Workshop at American Museum of Natural History. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, c)","(*, {American Museum of Natural History}, {Logan Diaz}, {Parkour Workshop})",story_state::latest_chapter,latest,0,,{'latest_chapter': 0},0,0,{'entity'},True,Stateful Processing,Story synthetic stateful_processing,t,s|ent|c,True,story_synthetic_balanced,True,stateful_processing,Rebalanced from Search to Stateful Processing; cue preserved,38,Search
0,0,3497,"Recall all the events that occurred on February 03, 2024. Without describing the events, list all the unique locations where these events took place.","(t, *, *, *)","({February 03, 2024}, *, *, *)",Spaces,all,set(),set(),{},0,0,"{'entity', 'date', 'location'}",False,Search,Keyed retrieval from episodic event memory,s|ent|c,t,True,original,False,,,39,
27,0,2844,"Story stateful-processing: For this story query, return only the latest chapter index from supporting chapters.
Query: Consider all events involving both Skylar Thompson and Car Show at American Museum of Natural History. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, c)","(*, {American Museum of Natural History}, {Skylar Thompson}, {Car Show})",story_state::latest_chapter,latest,0,,{'latest_chapter': 0},0,0,"{'content', 'entity', 'date'}",False,Stateful Processing,Story synthetic stateful_processing,t,s|ent|c,True,story_synthetic_balanced,True,stateful_processing,Rebalanced from Search to Stateful Processing; cue preserved,40,Search
25,0,4608,"Story stateful-processing: For this story query, return only the latest chapter index from supporting chapters.
Query: Think about the events related to Book Signing Event that occurred at Bethpage State Park on August 24, 2026. List all protagonists involved in these events, without describing the events themselves.","(t, s, *, c)","({August 24, 2026}, {Bethpage State Park}, *, {Book Signing Event})",story_state::latest_chapter,latest,0,,{'latest_chapter': 0},0,0,"{'content', 'location'}",True,Stateful Processing,Story synthetic stateful_processing,ent,t|s|c,True,story_synthetic_balanced,True,stateful_processing,Rebalanced from Search to Stateful Processing; cue preserved,41,Search
26,0,3125,"Consider the events involving both Stella Scott and Astronomy Night on August 12, 2025. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, c)","({August 12, 2025}, *, {Stella Scott}, {Astronomy Night})",Spaces,all,set(),set(),{},0,0,"{'entity', 'date', 'location'}",False,Search,Keyed retrieval from episodic event memory,s,t|ent|c,True,original,False,,,42,
29,0,3254,"Provide a comprehensive account of what happened involving Brooklyn Ross and Book Signing Event at Bethpage State Park on August 24, 2026. Include all relevant details about the event(s), including what occurred and any other pertinent information.","(t, s, ent, c)","({August 24, 2026}, {Bethpage State Park}, {Brooklyn Ross}, {Book Signing Event})",Full event details,all,set(),set(),{},0,0,"{'content', 'location'}",True,Composite,Story full event details,,t|s|ent|c,True,original,False,,,43,
2,1,1631,"Story composite task: Use two story queries.
A) Reflect on May 07, 2024. Describe all the key events that occurred on this date, focusing on what happened rather than who was involved or where it took place.
B) Reflect on February 27, 2026. Describe all the key events that occurred on this date, focusing on what happened rather than who was involved or where it took place.
Take answer(A), remove all items that also appear in answer(B), then return the remaining items sorted alphabetically.","(t, *, *, *)","({May 07, 2024}, *, *, *)",story_composite::difference_then_sort,all,"[""Karaoke Night""]",,"{""remaining_sorted"": [""Karaoke Night""]}",1,1,set(),,Composite,Story synthetic composite,s|ent|c,t,True,story_synthetic_balanced,True,composite,Rebalanced from Search to Composite; cue preserved,44,Search
24,1,1332,"Story composite task: Use two story queries.
A) Recall what happened involving Brooklyn Ross at One World Trade Center on April 09, 2026. Describe the key events or activities that occurred, focusing on what happened.
B) Recall what happened involving Scarlett Thomas at High Line on April 09, 2026. Describe the key events or activities that occurred, focusing on what happened.
Take answer(A), remove all items that also appear in answer(B), then return the remaining items sorted alphabetically.","(t, s, ent, *)","({April 09, 2026}, {One World Trade Center}, {Brooklyn Ross}, *)",story_composite::difference_then_sort,all,"[""Educational Workshop""]",,"{""remaining_sorted"": [""Educational Workshop""]}",1,1,set(),,Composite,Story synthetic composite,c,t|s|ent,True,story_synthetic_balanced,True,composite,Rebalanced from Search to Composite; cue preserved,45,Search
25,1,2255,"Story compute-on-lists: For this story query answer, sort all returned items in ascending alphabetical order.
Query: Think about the events related to Educational Workshop that occurred at One World Trade Center on April 09, 2026. List all protagonists involved in these events, without describing the events themselves.","(t, s, *, c)","({April 09, 2026}, {One World Trade Center}, *, {Educational Workshop})",story_compute::sort_items,chronological,"[""Brooklyn Ross""]",,"{""sorted_items"": [""Brooklyn Ross""]}",1,1,set(),,Compute on Sets and Lists,Story synthetic compute_on_sets_and_lists,ent,t|s|c,True,story_synthetic_balanced,True,compute_on_sets_and_lists,Rebalanced from Search to Compute on Sets and Lists; cue preserved,46,Search
